gene	cor	rank	what
PIK3IP1	0.0895856928619763	144	observed
RMI2	0.0894238869222711	145	observed
CEP70	0.0890281532790954	146	observed
CCR7	0.0889143092134434	147	observed
IGFBP5	0.0889033206521561	148	observed
STC2	0.0886617523867632	149	observed
MARCH4	0.0885715690077021	150	observed
RAB19	0.088374297024313	151	observed
SELL	0.0882443584854601	152	observed
EXPH5	0.0882145741296815	153	observed
KIAA0922	0.0878861666683344	154	observed
TEC	0.0873776518601436	155	observed
ZNF516	0.087000609912928	156	observed
SPECC1	0.0869943009365863	157	observed
HUNK	0.0869605739181636	158	observed
AKAP12	0.0868579123927203	159	observed
SNTB1	0.0868325905925289	160	observed
BEND5	0.0867616435783618	161	observed
TMIGD2	0.0863465706729582	162	observed
CYB561D1	0.0862513159533439	163	observed
SYDE2	0.0851653766077926	164	observed
GBP2	0.0845761001267969	165	observed
C2orf15	0.0845404142535429	166	observed
FBLN7	0.0845248928994854	167	observed
ADGRA3	0.0844334753663155	168	observed
LDHB	0.0843298519176167	169	observed
ZNF157	0.0841844992562669	170	observed
TSPAN6	0.0840422192132366	171	observed
IGF1R	0.0839471356486231	172	observed
PGGHG	0.0838842117634994	173	observed
ZNF626	0.083680836999743	174	observed
CD8B	0.0836546287209773	175	observed
EVI5L	0.0836208098515281	176	observed
PCED1B	0.0835434840776481	177	observed
ZNF229	0.0833864757967515	178	observed
NKD1	0.082969315414152	179	observed
ST6GAL1	0.0828332750061368	180	observed
SOBP	0.0825467986918831	181	observed
TRIM22	0.0825238135767854	182	observed
ATP10A	0.0823350637591996	183	observed
LMTK3	0.0822940474941043	184	observed
SLC9C2	0.0822595467100419	185	observed
GDF10	0.0821178321542291	186	observed
CEBPE	0.0820504180186496	187	observed
IL6ST	0.0819035294039615	188	observed
PGM1	0.0815125687201217	189	observed
KLF7	0.0814939141469265	190	observed
TLR6	0.0814779849071529	191	observed
SPOCK2	0.0812343641136775	192	observed
C5orf67	0.0812246592834616	193	observed
INSR	0.0811544760146324	194	observed
NPAS2	0.081144551781837	195	observed
RAB7A	0.0810810695984567	196	observed
EDA	0.0806836350971313	197	observed
ZNF844	0.0805880163737418	198	observed
ZNF763	0.0803783729823162	199	observed
HFE	0.0803511063895458	200	observed
LHFPL1	0.0803204568335567	201	observed
SDK2	0.0802649785798124	202	observed
AKAIN1	0.0802068552558165	203	observed
ZNF737	0.0800525825343365	204	observed
NEMP1	0.0797607004252094	205	observed
ZNF135	0.0797575348837013	206	observed
FGD3	0.0795187105935788	207	observed
FLT3LG	0.079492158169888	208	observed
CHRNB3	0.0793732556080796	209	observed
GBP5	0.0792977875138128	210	observed
MLLT3	0.0792408986862796	211	observed
SCAI	0.0791907478081674	212	observed
RANBP3	0.0786466003438791	213	observed
CCDC57	0.0786144772659167	214	observed
CNGA1	0.0781443798610897	215	observed
LINC00961	0.0780305754038892	216	observed
EGLN2	0.0779491225832649	217	observed
AGPAT1	0.0778817479873632	218	observed
RP11-111H13.1	0.0776071335420896	219	observed
ZNF540	0.0774432349250051	220	observed
CTD-2006C1.10	0.0773313217030946	221	observed
ADGRE1	0.0773148084090216	222	observed
PELI2	0.077275164415043	223	observed
TLR1	0.0772664469719539	224	observed
KLF12	0.0772535814515825	225	observed
CTD-2528L19.4	0.0772090123685398	226	observed
CDCA3	0.0771395867803054	227	observed
CXCR5	0.0769629420671709	228	observed
SLC22A23	0.0766799677604837	229	observed
MYO10	0.0765763399909241	230	observed
TSGA10	0.0765444764444073	231	observed
CISH	0.0763393798064487	232	observed
USP5	0.0761380787351107	233	observed
TRIM2	0.0760666683312247	234	observed
MTUS1	0.0760012987275538	235	observed
EPB41	0.0759586841077553	236	observed
CTD-2006C1.13	0.0758539042288507	237	observed
ABLIM1	0.0758494392799924	238	observed
ZNF571	0.0757942542875677	239	observed
CHD7	0.0757826349415329	240	observed
CCDC7	0.0756751248798137	241	observed
SNTG2	0.0755476469605801	242	observed
CERS6	0.0755133006053237	243	observed
AP1M1	0.0754722265568301	244	observed
TMEM123	0.0751857320302238	245	observed
CCDC141	0.0751683698439694	246	observed
OR4K15	0.0750091155234512	247	observed
STAT1	0.0750042518744667	248	observed
SSH2	0.0748472883461892	249	observed
CPNE2	0.074825951190753	250	observed
RGS10	0.074756837294158	251	observed
CDHR3	0.0746602902853416	252	observed
ZFP28	0.0746272077857381	253	observed
CD247	0.0745731104013831	254	observed
GNPDA1	0.0745594575492751	255	observed
ITPKB	0.0744656913812275	256	observed
ZNF331	0.0744565288706455	257	observed
NRIP1	0.0743486333001483	258	observed
JPH2	0.0740818336685894	259	observed
AGBL3	0.0739851326374142	260	observed
RNF5	0.0738960292719745	261	observed
PEG10	0.0738610640936621	262	observed
ACKR3	0.0738481277215367	263	observed
BBX	0.0735165737647434	264	observed
ADAMTS17	0.0734352022114849	265	observed
CNOT3	0.0734153911923285	266	observed
PLEKHA1	0.0733147951230421	267	observed
C9orf47	0.0732959618960678	268	observed
RGMB	0.0732632101757756	269	observed
SPTBN1	0.0732512552302658	270	observed
AFAP1	0.0732501914979824	271	observed
CUX2	0.0730842104595149	272	observed
ZNF555	0.0730821736900085	273	observed
NLRP6	0.0730662047190552	274	observed
ZNF257	0.072920175847097	275	observed
CTC-454I21.3	0.0727020828252004	276	observed
ARHGAP25	0.0726528154867512	277	observed
BEX2	0.0725225017715453	278	observed
MAGED1	0.0724409022366203	279	observed
RUFY3	0.0723042821726311	280	observed
ZNF814	0.0722663868526398	281	observed
DOCK9	0.0722510896791278	282	observed
LDLRAP1	0.0722489796347218	283	observed
ZNRF3	0.0722224756754688	284	observed
TTC9	0.0720411217119215	285	observed
RNF144B	0.0720231440841044	286	observed
ZPLD1	0.0719913410742415	287	observed
C10orf55	0.0719252498985189	288	observed
GPA33	0.0718537452510472	289	observed
ZNF285	0.0718402046666241	290	observed
RUSC2	0.0718388585219523	291	observed
KLF13	0.0716504721060841	292	observed
SGK223	0.0716480524292567	293	observed
MX2	0.0715418777143704	294	observed
CD55	0.0714973673855695	295	observed
LSR	0.0713836577639452	296	observed
HRH2	0.0713496963970165	297	observed
LINC01420	0.0712738292740774	298	observed
PITPNC1	0.0712478541176614	299	observed
GCNT4	0.0711196098449555	300	observed
ST8SIA5	0.0711053040178207	301	observed
IL21R	0.0710447508526816	302	observed
PEG3	0.0709128375628937	303	observed
ALPK1	0.0706989352186837	304	observed
TBC1D4	0.0706594560597028	305	observed
DLEU7	0.0706536361500355	306	observed
ZNF582	0.0706155802587023	307	observed
SPG20	0.0704806730578194	308	observed
CD27	0.0704410628786203	309	observed
ZNF578	0.0703660237763394	310	observed
MAPRE2	0.0702297051926152	311	observed
MAGI3	0.0701837226208012	312	observed
R3HDM4	0.070017880360739	313	observed
FOXO1	0.0699871316035663	314	observed
LCA5	0.0698339595323829	315	observed
RAB43	0.069701527282523	316	observed
GYPC	0.0696428734055874	317	observed
ZNF506	0.0695595973870864	318	observed
CD7	0.0695282137896887	319	observed
RASSF3	0.0694967794609106	320	observed
IL36G	0.0694714174499381	321	observed
TNS4	0.0692094951507257	322	observed
TTC39C	0.0691186249837236	323	observed
CTD-3105H18.18	0.0691133289471761	324	observed
HOXA4	0.0690697050958506	325	observed
ZNF43	0.0688170774898665	326	observed
TRIM44	0.0686824134829313	327	observed
GPRASP1	0.0685642962756342	328	observed
C1orf112	0.0684260112988441	329	observed
ZNF418	0.06829426223651	330	observed
INPP5A	0.0682385265647227	331	observed
SESTD1	0.0681841850416898	332	observed
RBM11	0.0681301565772634	333	observed
CTDSPL	0.0680482628613888	334	observed
RAB4B-EGLN2	0.0679291477118592	335	observed
KRT72	0.0678561315629446	336	observed
RASAL1	0.0678508395886335	337	observed
LY86	0.0677395953320598	338	observed
ITGA11	0.0677217217447013	339	observed
ENPP2	0.0676136415842385	340	observed
IL16	0.0675765630726146	341	observed
ARMC4	0.0675021452991434	342	observed
LBH	0.0674926917103905	343	observed
PACS1	0.0674265340809228	344	observed
CAMK2D	0.0673589171374346	345	observed
ATP6V1G3	0.0672853103641195	346	observed
KCNJ1	0.0672249837359064	347	observed
SLC5A10	0.0670680301202375	348	observed
TRIM5	0.0668700700900705	349	observed
FAM163B	0.0668307942986241	350	observed
SLC9A2	0.066823178386612	351	observed
SPATC1L	0.0668133515756332	352	observed
FCMR	0.0667763129420813	353	observed
NXPH2	0.0667377547109611	354	observed
MFSD4A	0.0666758012631555	355	observed
TNFRSF10A	0.0666484087992873	356	observed
UXS1	0.0664494322443382	357	observed
ZNF101	0.0663032186361215	358	observed
RP11-439C15.6	0.0661980570797838	359	observed
EPC2	0.0661543192983244	360	observed
ARHGAP5	0.0660617637434907	361	observed
MEGF6	0.0659954325351807	362	observed
RPH3AL	0.065946393185719	363	observed
ZC4H2	0.0659462036962915	364	observed
ZNF677	0.0659386838534729	365	observed
CAMK1D	0.0658728428341749	366	observed
USP44	0.0658394096928144	367	observed
TSC22D1	0.0657826923969608	368	observed
CRB1	0.0657807518050527	369	observed
MARCH9	0.0657475395730576	370	observed
TLK1	0.0657214972560755	371	observed
SH3BGRL2	0.0656894818715311	372	observed
AKAP7	0.0656834046236486	373	observed
NIN	0.0655929474063356	374	observed
ZNF585B	0.0654161881560923	375	observed
GLYAT	0.0654101381182353	376	observed
GGACT	0.0654045444134098	377	observed
HIVEP2	0.0652597292179909	378	observed
SMPD3	0.0651959899466927	379	observed
GGN	0.0650440975545756	380	observed
PLCH1	0.0649049442331043	381	observed
ZNF253	0.0648823874562795	382	observed
CD6	0.0647852437908233	383	observed
TGFBR1	0.0647569224696911	384	observed
HEMK1	0.0647262984305687	385	observed
ZNF879	0.0647119564051614	386	observed
SLC12A6	0.0646767856549713	387	observed
NUP88	0.0646462171804604	388	observed
ZNF91	0.0646341798776103	389	observed
MPP2	0.0646136657837509	390	observed
TCF20	0.0645241669018987	391	observed
IKZF3	0.0645061742269773	392	observed
FAM64A	0.0644157189856991	393	observed
DEFB129	0.064402521889532	394	observed
ZNF573	0.0643446345899374	395	observed
IGSF9B	0.0639650622415075	396	observed
CD5	0.0639422843748816	397	observed
KHSRP	0.0639224602022119	398	observed
CORO1B	0.0639187235699396	399	observed
ZC3H3	0.063896539928654	400	observed
TMEM106B	0.0638877388990306	401	observed
SIRPG	0.0638738208121541	402	observed
MAD1L1	0.0638556894665418	403	observed
KIAA0355	0.0638373603367623	404	observed
CD44	0.0638281857960216	405	observed
XPO6	0.0638127371730962	406	observed
GRASP	0.0636889360241214	407	observed
MCUB	0.0636876340123322	408	observed
RCAN3	0.0636016719073341	409	observed
RADIL	0.0634863169475274	410	observed
TESPA1	0.0634130794088691	411	observed
PEAK1	0.0633780642574906	412	observed
CACNA1I	0.0633193959540173	413	observed
FAM69A	0.063275807089916	414	observed
CMTM7	0.0632164155595848	415	observed
BNIP3L	0.0630812039066812	416	observed
SPRED3	0.0630350930576981	417	observed
FMO4	0.0629985631861478	418	observed
AKT1S1	0.0629899008495164	419	observed
SLC7A8	0.0629703502343353	420	observed
OBSCN	0.0628233766331686	421	observed
CHODL	0.0626358464952253	422	observed
CAMKMT	0.0625837731293815	423	observed
NUDT10	0.0625827630754453	424	observed
TMPRSS11E	0.0624436621283105	425	observed
TCEA3	0.0623823007014715	426	observed
CALD1	0.0623682895155169	427	observed
SWSAP1	0.0623068821528911	428	observed
DUSP27	0.0622800333232288	429	observed
GCA	0.0622115830411876	430	observed
TRIM9	0.0621380864153336	431	observed
PTGFRN	0.0620724716533855	432	observed
KCTD12	0.0620619932608451	433	observed
FAM181B	0.0620492786775722	434	observed
SIPA1L3	0.061962200251641	435	observed
TMIGD3	0.0619395158189734	436	observed
RPGRIP1	0.0619224444866011	437	observed
TBCD	0.0618953121430887	438	observed
SYNE2	0.061889592813876	439	observed
TMEM45B	0.0618784762369125	440	observed
ZNF429	0.0618123910375828	441	observed
DNAJC5B	0.0617750480516355	442	observed
HDAC4	0.0617586334676916	443	observed
PQLC1	0.0616965758765099	444	observed
AEBP2	0.0616576031916266	445	observed
CHFR	0.0616502747338254	446	observed
LIMS2	0.0616309544803244	447	observed
CHRNB1	0.0616079949223296	448	observed
DBP	0.0616069780720019	449	observed
MYO3B	0.0615510446017951	450	observed
CCNY	0.0615132696767293	451	observed
SPEG	0.0614985582642787	452	observed
USP6NL	0.0614580363040895	453	observed
EFHC2	0.061331689417127	454	observed
CTD-3105H18.16	0.0613138248541042	455	observed
LIMK2	0.0610322105089617	456	observed
ZNF781	0.0609935702736064	457	observed
CTD-2583A14.9	0.0609931766653136	458	observed
SIAH3	0.060981098590289	459	observed
HECA	0.0609601467807418	460	observed
MRPS6	0.0609400829876057	461	observed
BCL2L11	0.0608933937678151	462	observed
MAML2	0.0607853897736998	463	observed
LMF1	0.0607744369581252	464	observed
CTC-512J12.6	0.0606863417801359	465	observed
NRCAM	0.060637798854672	466	observed
IFIT3	0.0605475195329823	467	observed
PNKP	0.0605262514977744	468	observed
AC006486.9	0.0604754302423518	469	observed
MALT1	0.0604674920183426	470	observed
IRF8	0.0602627914743184	471	observed
EPHX2	0.0601812683405301	472	observed
TMEM55B	0.0601046346425939	473	observed
LRFN5	0.0598982604973539	474	observed
DGCR2	0.0597449948317375	475	observed
RPAIN	0.0597397633278747	476	observed
PABPN1	0.0597132032249473	477	observed
NLRC5	0.0595969726238443	478	observed
GCSAM	0.0595783385503921	479	observed
ITSN1	0.0595747855344644	480	observed
PPP1R3F	0.0595685957568364	481	observed
ZNF609	0.0595052518231873	482	observed
ANXA11	0.0595018063379318	483	observed
ZNF273	0.0594945401802401	484	observed
AL078584.1	0.0594016376682179	485	observed
ZNF433	0.0593427439238519	486	observed
LYZL4	0.0592652570717313	487	observed
SLC1A2	0.0592478049114567	488	observed
TMPRSS7	0.0592247027668371	489	observed
HIST1H3E	0.0591822836683869	490	observed
BTLA	0.0591482884359013	491	observed
MLLT10	0.0590612452698862	492	observed
TULP4	0.0590073592916601	493	observed
CEP41	0.0590042650872334	494	observed
ABCB1	0.0588909672142844	495	observed
GSK3A	0.0586559289018084	496	observed
TMEM63A	0.0585863245276554	497	observed
PIGC	0.0585086777719422	498	observed
SCML4	0.0584558616432879	499	observed
RIMKLB	0.0584401551628496	500	observed
DIP2B	0.0583606126967144	501	observed
MICU3	0.058357505604583	502	observed
MOB1B	0.0582250770618555	503	observed
ACSBG2	0.0581187155211071	504	observed
CTB-133G6.1	0.0579837110926152	505	observed
C12orf40	0.0578876173021708	506	observed
OLFM2	0.0578743861846847	507	observed
PRMT2	0.0577533071783866	508	observed
LCLAT1	0.0577191728811096	509	observed
TNRC6C	0.0575056304589211	510	observed
B9D2	0.0573985711279511	511	observed
CHRNA6	0.0572222050063676	512	observed
ATP6AP1L	0.0571144078522419	513	observed
AC084219.2	0.0568788368845801	514	observed
AKT2	0.0568671141993108	515	observed
SLC40A1	0.0568250894540083	516	observed
BCL2L2-PABPN1	0.0568055741263058	517	observed
CRYZL1	0.0567782671004462	518	observed
PCGF5	0.0567712812431344	519	observed
AD000671.6	0.0567599020445931	520	observed
REEP1	0.0567511539033581	521	observed
SCGB2B2	0.0567093240899788	522	observed
ASXL1	0.0567054163640391	523	observed
IFITM1	0.05666166597788	524	observed
ZSCAN20	0.0566007483285157	525	observed
C11orf88	0.0565595648582134	526	observed
PRKAR2B	0.0565089499469051	527	observed
TTLL8	0.0565058393359482	528	observed
RNF216	0.0565038520706312	529	observed
ACSF3	0.0564822582476994	530	observed
AIP	0.0563885414898222	531	observed
CD2AP	0.0562065446720431	532	observed
PIK3CD	0.0562053237984046	533	observed
RUFY4	0.0561359157076001	534	observed
TRIM55	0.0560955811822071	535	observed
ZNF704	0.0560300152058605	536	observed
PCNT	0.0559856747567898	537	observed
ZIM2	0.0559133926257595	538	observed
IGFBP2	0.0558464613557767	539	observed
SLC44A2	0.0558298655416383	540	observed
PATZ1	0.0557373819146112	541	observed
TRAPPC5	0.0557325373033325	542	observed
PTPRCAP	0.0557112540572374	543	observed
FBXL19	0.0556964764360444	544	observed
IGF2BP3	0.0556683816881356	545	observed
C17orf97	0.0556656440626656	546	observed
GPR173	0.0556478048223639	547	observed
ZNF223	0.0556063589251344	548	observed
MAP2K6	0.055598456734526	549	observed
NAB2	0.0555519075317531	550	observed
MAP2K5	0.0555248207063743	551	observed
MCF2L	0.05549027736383	552	observed
ALPK2	0.0554391365902704	553	observed
SCFD2	0.0554336410426156	554	observed
NOL4L	0.0554196861101899	555	observed
HIVEP1	0.055418818170889	556	observed
SGCE	0.0554183560341331	557	observed
AL034550.1	0.05540480146263	558	observed
CACUL1	0.0553847636991873	559	observed
TAB1	0.055348339482075	560	observed
ADD2	0.0552842633771412	561	observed
SKP1	0.0552469078265932	562	observed
RFX4	0.0552382204684638	563	observed
KAT6B	0.0551754589070021	564	observed
AC005779.2	0.0551747996701751	565	observed
FBP2	0.0551421926349613	566	observed
TRMO	0.05508658209763	567	observed
UBE2D2	0.0550304836188236	568	observed
DOPEY2	0.0550122113932905	569	observed
USP53	0.0549971870327459	570	observed
FAM160A1	0.0549707095099456	571	observed
GBP4	0.0549631894516917	572	observed
ZMAT1	0.0549281071427312	573	observed
AP000304.12	0.0549156146938854	574	observed
GBP1	0.0549058060385784	575	observed
ZBTB18	0.0549057347925052	576	observed
CHI3L2	0.0548987574844477	577	observed
NDNF	0.0548578923123916	578	observed
RP5-1052I5.2	0.0548544857150379	579	observed
DCBLD2	0.0548368330854772	580	observed
GRAMD1A	0.0548327619728315	581	observed
PASK	0.0548282342415704	582	observed
SHISA2	0.0548119892892384	583	observed
SLC35G6	0.054785590806652	584	observed
PARP11	0.0547455090291197	585	observed
ARRB1	0.0546070136313194	586	observed
LDLRAD4	0.0545986464458745	587	observed
HADH	0.0545894122130069	588	observed
TAPT1	0.0545834330603133	589	observed
ISY1-RAB43	0.0545410590429703	590	observed
DNMT3A	0.0544771868517894	591	observed
MYC	0.0544670064672815	592	observed
DIP2C	0.0542007843924892	593	observed
PPP5D1	0.0541178305854823	594	observed
GPC3	0.0540981423189262	595	observed
CBX5	0.0539833709389646	596	observed
TNS3	0.0539816623189213	597	observed
CEP68	0.0538621287038918	598	observed
BMPR1B	0.0538606711391303	599	observed
FYB	0.0538586167619425	600	observed
GRIN3A	0.0538382350971283	601	observed
DPP4	0.0538276482957627	602	observed
TMEM143	0.0537983762893481	603	observed
CTD-3214H19.16	0.0537744925884017	604	observed
NIPAL1	0.0537602485641527	605	observed
SLURP1	0.0537308431537199	606	observed
MAP3K12	0.0537042374419982	607	observed
MBD5	0.053682970375039	608	observed
LEPROTL1	0.0536787767067971	609	observed
SELP	0.0536407760598171	610	observed
CXCR4	0.0536403592932652	611	observed
ZNF423	0.0535373443234769	612	observed
DIRC3	0.0535009263517713	613	observed
MXI1	0.0534934790206403	614	observed
POLR2E	0.0534796423992365	615	observed
CYSLTR2	0.0534644185687715	616	observed
EVA1C	0.0534430197265307	617	observed
ZNF83	0.0533724154152068	618	observed
ZNF486	0.0532718684693424	619	observed
TARBP2	0.0532558324831305	620	observed
IFITM2	0.0532020878225632	621	observed
CMYA5	0.0531919321160754	622	observed
R3HDM1	0.0531391466381844	623	observed
IFT27	0.0531194573557971	624	observed
CRTC3	0.0530672026458655	625	observed
PPP2R3B	0.0530534632946547	626	observed
PLXDC1	0.0529949740616847	627	observed
SAE1	0.0529880492738336	628	observed
CYP27C1	0.0529637417489021	629	observed
RYR1	0.0529027463875525	630	observed
ADAMTS12	0.0528283867791736	631	observed
MPHOSPH9	0.0528113149350858	632	observed
CLYBL	0.0528074518939642	633	observed
ZNF880	0.0527434256002611	634	observed
SFMBT2	0.0527253887962354	635	observed
TMEM261	0.052683472749776	636	observed
HLA-E	0.0526572891690346	637	observed
KL	0.052577905221639	638	observed
TRIM14	0.0525648411906855	639	observed
BRE	0.0524974820432346	640	observed
TNIP3	0.0522737674596114	641	observed
ZNF391	0.0522670985318278	642	observed
FGF9	0.0522054635576285	643	observed
APOH	0.0521926692387447	644	observed
CTB-50L17.10	0.0521098277322711	645	observed
CREBL2	0.0520677123422887	646	observed
KRT2	0.0520050939694499	647	observed
MARCH3	0.0519530645591069	648	observed
MORC2	0.0519195186458807	649	observed
SERTAD3	0.0519123140203577	650	observed
TNK1	0.0518550290878593	651	observed
LGALS14	0.0518431396494603	652	observed
EBF4	0.051834291557458	653	observed
TMEM170B	0.051814460678628	654	observed
DBNDD1	0.051743629689491	655	observed
ZNF850	0.0517304282099455	656	observed
CDK4	0.051638918019265	657	observed
PXYLP1	0.0516348513882247	658	observed
BLOC1S3	0.0516162963475121	659	observed
HNRNPUL1	0.0515918667708087	660	observed
C1orf159	0.0515741681824221	661	observed
HNRNPL	0.0515617298268857	662	observed
LYPD3	0.0515499747809533	663	observed
TET3	0.0515226495089479	664	observed
UBL3	0.0515125186122693	665	observed
PAQR8	0.0514283330526703	666	observed
PPP1CA	0.051421612804649	667	observed
ZFP30	0.0513980637474784	668	observed
RAB3A	0.0513909340436423	669	observed
TGFA	0.0513482098009161	670	observed
NEMP2	0.0513475287006119	671	observed
TAF4B	0.051314009127405	672	observed
TBC1D10A	0.051251136653267	673	observed
LENG1	0.0512113614184095	674	observed
ZNF568	0.0511888821925142	675	observed
LAMC2	0.0511503735267914	676	observed
ZNF630	0.0511497843365154	677	observed
C3orf52	0.0510848675584789	678	observed
RNLS	0.0510835659283984	679	observed
HNRNPA1	0.0510700411364895	680	observed
MKL1	0.0510616025681761	681	observed
ZNF69	0.0510363005119058	682	observed
APBB1	0.0509437817759323	683	observed
GOLPH3L	0.0509425259335037	684	observed
BASP1	0.0509211708541119	685	observed
MFSD6	0.0508771690511166	686	observed
LGALS3BP	0.0508471485173026	687	observed
HOMER1	0.0507921324916979	688	observed
WNT3A	0.0507187928770005	689	observed
PSMA8	0.0506550522851336	690	observed
ZNF256	0.0506476178076524	691	observed
TPGS1	0.0505976688471572	692	observed
HERPUD1	0.0505811448953806	693	observed
SLC30A7	0.0505143222414366	694	observed
SOX8	0.0505141119611822	695	observed
MAPKAPK3	0.0504994916614004	696	observed
UNC13B	0.0504411808802346	697	observed
SLC39A8	0.0504395065116484	698	observed
TRIO	0.0503623158498109	699	observed
KLHL36	0.0503618004502785	700	observed
PPM1B	0.050357954672587	701	observed
MPND	0.0502482314595937	702	observed
