out1	out2
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16463	43
16453	33
16461	41
16569	1
16071	39
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16461	41
16461	41
16461	41
16461	41
16461	41
16461	41
16461	41
16461	41
16461	41
16461	41
16460	40
16569	1
16569	1
16569	1
16569	1
16457	37
15718	55
16569	1
16569	1
16358	114
16569	1
16569	1
16460	40
16569	1
16569	1
16520	95
16569	1
16469	49
16569	1
16569	1
16569	1
16569	1
16450	30
16569	1
16569	1
16569	1
16569	1
15911	47
16569	1
16569	1
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16450	30
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16114	65
16454	34
16569	1
16569	1
16569	1
16569	1
16569	1
16464	44
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16456	36
16569	1
16569	1
16569	1
16569	1
16461	41
16569	1
16569	1
16459	39
16569	1
16569	1
16071	39
16569	1
16569	1
16569	1
16458	38
16569	1
16569	1
16569	1
16460	40
16469	49
16569	1
16569	1
16566	1
16569	1
16569	1
16569	1
16569	1
16463	43
16463	43
16463	43
16463	43
16463	43
16463	43
16463	43
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16460	40
16452	32
16456	36
16453	33
16453	33
16451	31
16453	33
16453	33
16453	33
16453	33
16453	33
16453	33
16453	33
16453	33
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16385	63
16569	1
16569	1
16388	57
16569	1
16451	31
16569	1
16569	1
16464	44
16569	1
16569	1
16569	1
16569	1
16466	46
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
15327	67
16569	1
16109	39
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16025	44
16569	1
15911	47
16254	53
16569	1
16569	1
16569	1
16569	1
16450	30
16569	1
16452	32
16452	32
16452	32
16452	32
16452	32
16452	32
16452	32
16452	32
16452	32
16569	1
16569	1
16460	40
16569	1
16569	1
16569	1
16569	1
16107	57
16107	57
16107	57
16520	30
16468	48
16569	1
16299	47
16071	39
16569	1
16569	1
16569	1
16569	1
16390	56
16470	50
16458	38
16450	30
16569	1
16466	46
16467	47
16454	34
16569	1
16390	56
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16462	42
16247	45
16247	45
16569	1
16569	1
16569	1
16452	32
16569	1
16569	1
16569	1
16331	57
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16450	30
16247	45
16569	1
16569	1
16460	40
16451	31
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16211	61
16569	1
16453	33
16467	47
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16467	47
16450	30
16455	35
16569	1
16467	47
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16247	45
16569	1
16567	1
16459	39
16569	1
16569	1
16127	57
16569	1
16457	37
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16460	40
16569	1
16569	1
16569	1
16456	36
16479	1
16450	30
16451	31
16569	1
16465	45
15911	47
16569	1
16245	43
16456	36
16569	1
16556	1
16455	35
16569	1
16569	1
15911	47
16461	41
16569	1
16569	1
16359	58
16359	58
16466	46
16359	58
16359	58
16569	1
16569	1
16569	1
16453	33
16569	1
16569	1
16569	1
16454	34
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16459	39
16569	1
16569	1
16450	30
16569	1
16569	1
16457	37
16569	1
16569	1
16464	44
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16390	56
16569	1
16152	52
16457	37
16452	32
16569	1
16291	68
16569	1
16569	1
16569	1
16291	68
16569	1
16291	68
16291	68
16291	68
16291	68
16569	1
16569	1
16104	53
16569	1
16569	1
16569	1
16247	45
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16455	35
16569	1
16569	1
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16467	47
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16520	82
16569	1
16569	1
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16465	45
16569	1
16569	1
16299	47
16455	35
16462	42
16462	42
16462	42
16462	42
16453	33
16462	42
16462	42
16462	42
16455	35
16569	1
16450	30
16569	1
16461	41
16109	39
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16256	64
16569	1
16569	1
16569	1
16184	52
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16459	39
16465	45
16569	1
16451	31
16454	34
16450	30
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16451	31
16478	55
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16520	62
16569	1
16569	1
16569	1
16569	1
16569	1
16071	39
16569	1
16569	1
16569	1
16569	1
16456	36
16569	1
16470	50
16470	50
16470	50
16470	50
16470	50
16569	1
16569	1
16569	1
16569	1
16461	41
16569	1
16569	1
16459	39
16569	1
16299	47
16569	1
16569	1
16299	47
16299	47
16569	1
16569	1
16299	47
16569	1
16067	57
16127	57
16247	45
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16467	47
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16450	30
16254	53
16569	1
16569	1
16569	1
16569	1
16483	53
16569	1
16467	39
16467	47
16450	30
16457	37
16565	1
16569	1
16569	1
16569	1
16569	1
16456	36
16569	1
16569	1
16450	30
16569	1
16569	1
16569	1
16461	41
16569	1
16569	1
16569	1
16569	1
16569	1
16466	46
16569	1
16071	39
16569	1
16247	45
16450	30
16469	49
16569	1
16569	1
16462	42
16569	1
16454	34
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16462	42
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16567	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16071	39
16450	30
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16247	45
16569	1
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16451	31
16569	1
16569	1
16569	1
16461	41
16385	63
16569	1
16565	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16513	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16458	38
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16506	44
16569	1
16460	40
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16463	43
16569	1
16520	95
16569	1
16464	39
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16465	45
16455	35
16291	68
16467	47
16569	1
16569	1
16453	33
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16460	40
16569	1
16569	1
16469	1
16569	1
16455	35
16454	34
16569	1
16247	45
15911	47
16104	41
16330	58
16071	39
16526	1
16247	45
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16458	33
16569	1
16358	114
16569	1
16569	1
16569	1
16569	1
16569	1
16511	71
16468	48
16569	1
4427	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16185	61
16569	1
16071	39
16569	1
16569	1
16460	40
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16330	58
16460	40
16569	1
16569	1
16569	1
16569	1
16460	40
16529	1
16569	1
16569	1
16450	30
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16452	32
16247	45
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16453	33
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16457	37
16569	1
16467	47
16569	1
16569	1
16569	1
16466	46
16152	52
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16455	35
16455	35
16455	35
16455	35
16455	35
16455	35
16305	35
16455	35
16569	1
16569	1
16569	1
16454	34
16458	38
16071	39
16569	1
16569	1
16520	99
16520	99
16569	1
16520	99
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16518	1
16468	48
16468	48
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16460	40
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16089	59
16569	1
16569	1
16299	47
16569	1
16071	39
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16247	45
16460	40
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16353	87
16569	1
16469	49
16569	1
16569	1
16569	1
16450	30
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16455	35
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16390	56
16569	1
16390	56
16569	1
16569	1
16451	31
16569	1
16569	1
16569	1
16462	42
16569	1
16390	56
16569	1
16463	43
16334	58
16330	58
16569	1
16330	58
16330	58
16291	68
16359	58
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16460	40
16569	1
16569	1
16104	41
16467	45
16234	67
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16067	57
16569	1
16247	45
16452	32
16467	47
16163	39
16358	114
16388	36
16463	39
16569	1
16459	39
16569	1
16451	31
16569	1
16390	56
16464	44
16569	1
16569	1
16569	1
16189	47
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16071	39
16071	39
16071	39
16071	39
16247	45
16247	45
16247	45
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16461	41
16569	1
16569	1
16462	42
16458	38
16458	38
16458	38
16458	38
16458	38
16458	38
16299	47
16458	38
16458	38
16458	38
16458	38
16458	38
16458	38
16569	1
16291	68
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16455	35
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16454	34
16454	34
16454	34
16454	34
16454	34
16454	34
16454	34
16454	34
16454	34
16454	34
16454	34
16450	30
16529	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16466	46
16569	1
16450	30
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16390	56
16569	1
16359	58
16569	1
16569	1
16569	1
16460	40
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16506	1
16247	45
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16459	39
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16460	40
16451	31
16569	1
16569	1
16569	1
16569	1
16460	40
16465	45
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16469	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16469	49
16569	1
16469	49
16469	49
16469	49
16469	49
16469	49
16469	49
16569	1
16465	45
16390	56
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16247	45
16247	45
16247	45
15911	47
16569	1
16569	1
16569	1
16359	58
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16299	47
16453	33
16569	1
16569	1
16569	1
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16466	46
16569	1
16569	1
16569	1
16247	45
16569	1
16569	1
16569	1
16569	1
16520	99
16569	1
16330	58
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16385	63
15837	64
16457	37
15911	47
16569	1
16569	1
16104	41
16569	1
16569	1
16451	31
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16468	45
16569	1
16569	1
16569	1
16569	1
16353	87
16353	87
16455	35
16569	1
16569	1
16247	45
16462	42
16569	1
16569	1
16569	1
16569	1
16569	1
16390	56
16469	49
16353	87
16455	30
16569	1
16071	39
16299	47
16107	59
16107	59
16569	1
16569	1
16569	1
16450	30
16330	58
16359	58
16569	1
16569	1
16569	1
16439	57
16071	39
16457	37
16462	42
16569	1
16466	46
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16104	41
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16460	40
16569	1
16569	1
16456	36
16456	36
16456	36
16456	36
16456	36
16456	36
16456	36
16569	1
16569	1
16569	1
16565	1
16569	1
16569	1
16114	65
16569	1
16371	57
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16457	37
16569	1
16464	44
16464	44
16464	44
16464	44
16464	44
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16247	45
16569	1
16453	33
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16291	68
16456	36
16569	1
16569	1
16569	1
16451	31
16456	36
16569	1
16466	46
16569	1
16569	1
16450	30
16569	1
16569	1
16569	1
16358	114
16569	1
16359	58
16569	1
16520	95
16456	36
16520	95
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16545	1
16460	40
16569	1
16569	1
16467	47
16569	1
16569	1
16388	57
16569	1
16247	45
16569	1
16569	1
1491	48
16569	1
16569	1
16457	37
16569	1
16569	1
16569	1
16464	34
16465	45
16569	1
16388	57
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16359	58
16569	1
16569	1
16258	59
16569	1
16569	1
16569	1
16464	44
16569	1
16569	1
16569	1
16535	1
16569	1
16291	68
16520	87
16567	1
16569	1
16569	1
16247	45
16459	39
16569	1
16569	1
16247	45
16114	65
16569	1
16569	1
16569	1
16569	1
16569	1
16291	68
16456	37
16104	54
16248	91
16569	1
16569	1
16569	1
16458	38
16569	1
16469	49
16569	1
16569	1
16569	1
16569	1
16569	1
16071	39
16071	39
16569	1
16451	31
16105	53
16569	1
16569	1
16330	58
16569	1
16254	53
16569	1
16569	1
16456	36
16569	1
16569	1
16569	1
16330	58
15315	64
16569	1
16455	35
16569	1
16451	31
16388	57
16189	47
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16563	1
16451	31
16569	1
16569	1
16456	36
16456	36
16569	1
16569	1
16451	31
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16454	34
16569	1
16569	1
16569	1
16487	55
16359	58
16388	57
16330	58
16569	1
16358	114
16390	56
16457	37
16569	1
16569	1
16569	1
16569	1
16353	87
16467	47
16388	57
16247	45
16388	39
16454	34
16569	1
16567	1
16451	31
16569	1
16569	1
16569	1
16569	1
16461	41
16569	1
16569	1
16569	1
16569	1
16569	1
16188	48
16569	1
16071	39
16071	39
16569	1
16569	1
16569	1
16460	40
16520	99
16569	1
16569	1
16163	39
16569	1
16569	1
16569	1
16071	39
16071	39
16569	1
16569	1
16569	1
15911	47
16458	38
16450	30
16104	54
16569	1
16451	31
16569	1
16520	99
16109	39
16569	1
16452	58
16388	57
16569	1
16564	1
16247	45
16465	45
16569	1
16071	39
16569	1
16388	57
16454	34
16359	58
16569	1
16459	39
16569	1
16466	46
16389	90
15911	47
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16390	56
16569	1
16569	1
16569	1
16071	39
16071	39
16470	50
16467	47
16569	1
16569	1
16569	1
16569	1
16291	68
16569	1
16566	1
16465	45
16569	1
16569	1
16067	57
16385	63
16569	1
16569	1
16569	1
16569	1
16299	47
16354	57
16569	1
16477	37
16358	114
16371	59
16569	1
16569	1
16247	45
16569	1
16071	39
16256	64
16569	1
16460	40
16569	1
16181	47
16569	1
16569	1
16569	1
16569	1
16358	114
16569	1
16071	39
16247	41
16107	59
16569	1
16390	56
16390	56
16569	1
16569	1
16569	1
16569	1
16390	56
16390	56
16470	50
16569	1
16569	1
16569	1
16569	1
16453	33
16459	39
16569	1
16247	45
16247	45
16247	45
16247	45
15718	55
16569	1
16569	1
16569	1
16457	37
16247	45
16247	45
16569	1
8730	72
16247	45
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16254	53
16184	52
16388	57
16470	50
16359	58
16569	1
16569	1
16569	1
16453	33
16569	1
16569	1
16569	1
16450	30
16569	1
16353	87
16569	1
16569	1
16569	1
16569	1
16569	1
16458	38
16330	58
16254	53
16569	1
16569	1
16067	57
16353	87
16569	1
16452	32
16569	1
16569	1
16569	1
16569	1
16569	1
16390	56
16569	1
16569	1
16569	1
16291	68
16248	78
16569	1
16569	1
16299	47
16385	63
16569	1
16569	1
16569	1
16569	1
16569	1
16353	87
16569	1
16569	1
16455	33
16569	1
16569	1
16468	48
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16461	41
16467	39
16390	56
16569	1
16569	1
16569	1
16569	1
16569	1
16291	68
16107	59
16569	1
16569	1
16104	41
16569	1
16569	1
16104	41
16071	39
16450	30
16569	1
16109	39
16569	1
16459	39
16262	57
16071	39
16114	57
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16071	39
16569	1
16569	1
16569	1
16457	37
16569	1
16453	33
16569	1
16569	1
16569	1
16569	1
16569	1
16566	1
16569	1
16569	1
16569	1
16569	1
16569	1
16470	40
16457	37
16569	1
16254	53
16254	53
16569	1
16569	1
16299	47
16569	1
16569	1
16569	1
16569	1
16459	39
16569	1
16569	1
16569	1
16569	1
16569	1
16569	1
16388	57
16569	1
16375	58
16569	1
16067	57
16385	63
16385	63
16390	56
16569	1
16569	1
16291	68
16569	1
16569	1
16254	53
16353	87
16569	1
16569	1
16071	39
16569	1
15406	36
16569	1
16370	68
16569	1
16071	39
16453	33
16569	1
16569	1
16569	1
16569	1
16359	58
16071	39
16071	39
16071	39
16569	1
16454	34
16569	1
16067	57
16569	1
16569	1
16569	1
16569	1
16291	68
16291	68
16569	1
16569	1
16450	30
16569	1
12016	114
16569	1
16569	1
16467	45
16467	45
16464	39
16569	1
16569	1
16569	1
16107	57
16107	57
16107	57
16107	57
16569	1
16459	39
16071	39
16569	1
16569	1
16569	1
16569	1
16569	1
16299	47
16359	58
16569	1
16463	43
16458	38
16569	1
16569	1
16569	1
16330	58
16569	1
16569	1
16569	1
16569	1
